id,name,prefix,chi2,chi2_rank,clf_weight,clf_weight_rank
8559,4.1,b'4.1-ngram.next_system_utterance__sorry',663.5020,4,1.0000,0
35491,4.3.1,b'4.3.1-jaccard_similarity.next_user_utterance_pairs__jaccard_similarity',0.0000,516,0.4074,1
5024,4.1,b'4.1-ngram.next_system_utterance__don',368.4234,11,0.3867,2
34433,7,b'7-syntactic_feature__subj_word__next_system_utterance__i',1931.1082,0,0.2193,3
44,3,b'3-time_feature__end_of_session',110.1752,60,0.1657,4
23350,5,b'5-phrase_feature__noun_phrases__next_system_utterance__turning',240.5849,20,0.1629,5
20552,5,b'5-phrase_feature__noun_phrases__next_system_utterance__minutes',103.8777,70,0.1471,6
5833,4.1,b'4.1-ngram.next_system_utterance__help',575.0181,5,0.1390,7
34986,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1005',0.0000,345,0.1377,8
21029,5,b'5-phrase_feature__noun_phrases__next_system_utterance__ok',118.6848,53,0.1132,9
33312,7,b'7-syntactic_feature__root_word__next_system_utterance__turn',68.4163,139,0.1043,10
34979,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=10',0.0000,352,0.0896,11
32996,7,b'7-syntactic_feature__root_word__next_system_utterance__look',172.2649,34,0.0890,12
35494,5,b'5-phrase_feature__next_noun_phrases__jaccard_similarity',0.0000,523,0.0874,13
22237,5,b'5-phrase_feature__noun_phrases__next_system_utterance__seconds',45.3290,243,0.0845,14
34980,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=100',0.0000,351,0.0766,15
33036,7,b'7-syntactic_feature__root_word__next_system_utterance__need',165.1823,35,0.0672,16
33274,7,b'7-syntactic_feature__root_word__next_system_utterance__tell',293.9360,14,0.0566,17
20723,5,b'5-phrase_feature__noun_phrases__next_system_utterance__name',201.1263,30,0.0547,18
35493,5,b'5-phrase_feature__next_noun_phrases__have_overlap',0.0000,524,0.0535,19
34984,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1003',0.0000,347,0.0516,20
34982,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1001',0.0000,349,0.0516,21
34985,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1004',0.0000,346,0.0497,22
33264,7,b'7-syntactic_feature__root_word__next_system_utterance__sure',50.8077,204,0.0459,23
32339,7,b'7-syntactic_feature__root_word__current_user_utterance__set',53.4387,191,0.0445,24
36,2.1,b'2.1-user_action_words.current_user_utterance__timer',88.1845,83,0.0445,25
22720,5,b'5-phrase_feature__noun_phrases__next_system_utterance__starting',64.9395,145,0.0442,26
34989,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1008',0.0000,342,0.0412,27
35043,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1057',0.0000,294,0.0403,28
34978,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1',0.0000,353,0.0399,29
8590,4.1,b'4.1-ngram.next_system_utterance__sorry sure',369.8694,10,0.0380,30
35022,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1038',0.0000,378,0.0374,31
19964,5,b'5-phrase_feature__noun_phrases__next_system_utterance__lamp',58.0313,163,0.0362,32
35057,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=107',0.0000,274,0.0359,33
22281,5,b'5-phrase_feature__noun_phrases__next_system_utterance__setting',98.0135,72,0.0359,34
34988,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1007',0.0000,343,0.0355,35
34992,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1010',0.0000,339,0.0353,36
9325,4.1,b'4.1-ngram.next_system_utterance__try',48.8943,219,0.0349,37
35075,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1086',0.0000,287,0.0335,38
34999,11.1,b'11.1-skipthought_feature.current_user_utterance__skipthought_dim=1017',0.0000,332,0.0335,39
